4611193.wav-index2.wav, happy,happy,sad,angry,neutral
4611193.wav-index1.wav, sad,sad,happy,angry,neutral
4611168.wav-index2.wav, happy,happy,angry,sad,neutral
4611168.wav-index1.wav, sad,sad,happy,angry,neutral
4604441.wav-index2.wav, happy,happy,sad,angry,neutral
4604441.wav-index1.wav, sad,sad,happy,neutral,angry
4539154.wav-index2.wav, happy,happy,sad,angry,neutral
4539154.wav-index1.wav, happy,happy,angry,sad,neutral
4559183.wav-index2.wav, sad,sad,happy,angry,neutral
4559183.wav-index1.wav, happy,happy,sad,angry,neutral
4557172.wav-index2.wav, happy,happy,angry,sad,neutral
4557172.wav-index1.wav, sad,sad,angry,happy,neutral
4567440.wav-index2.wav, angry,angry,happy,sad,neutral
4567440.wav-index1.wav, sad,sad,angry,neutral,happy
4678260.wav-index2.wav, sad,sad,happy,angry,neutral
4678260.wav-index1.wav, sad,sad,happy,angry,neutral
4616841.wav-index2.wav, sad,sad,happy,angry,neutral
4616841.wav-index1.wav, sad,sad,happy,angry,neutral
4611200.wav-index2.wav, sad,sad,happy,angry,neutral
4611200.wav-index1.wav, sad,sad,happy,neutral,angry
4614381.wav-index2.wav, happy,happy,angry,sad,neutral
4614381.wav-index1.wav, sad,sad,angry,happy,neutral
4527656.wav-index2.wav, sad,sad,happy,angry,neutral
4527656.wav-index1.wav, sad,sad,happy,angry,neutral
4740040.wav-index2.wav, sad,sad,happy,angry,neutral
4740040.wav-index1.wav, sad,sad,happy,angry,neutral
4527602.wav-index2.wav, sad,sad,happy,angry,neutral
4527602.wav-index1.wav, happy,happy,angry,sad,neutral
4608275.wav-index2.wav, sad,sad,happy,angry,neutral
4608275.wav-index1.wav, angry,angry,happy,neutral,sad
4601467.wav-index2.wav, sad,sad,happy,angry,neutral
4601467.wav-index1.wav, sad,sad,angry,happy,neutral
4540177.wav-index2.wav, angry,angry,happy,sad,neutral
4540177.wav-index1.wav, sad,sad,happy,angry,neutral
4550806.wav-index2.wav, happy,happy,angry,sad,neutral
4550806.wav-index1.wav, angry,angry,happy,sad,neutral
4527780.wav-index2.wav, sad,sad,happy,angry,neutral
4527780.wav-index1.wav, sad,sad,happy,angry,neutral
4624562.wav-index2.wav, happy,happy,sad,angry,neutral
4624562.wav-index1.wav, sad,sad,angry,happy,neutral
4563844.wav-index2.wav, sad,sad,happy,angry,neutral
4563844.wav-index1.wav, sad,sad,happy,neutral,angry
4559290.wav-index2.wav, angry,angry,happy,sad,neutral
4559290.wav-index1.wav, sad,sad,angry,happy,neutral
4557029.wav-index2.wav, sad,sad,happy,angry,neutral
